,full_query_x,manual_software_count_x,category_x,clickable_url,Unnamed: 0,system_metadata_id,organisation_country,organisation_url,repository_metadata_software_name,repository_metadata_metadata_record_count,repository_metadata_type,repository_metadata_url,manual_software_count_y,url_check,category_y,full_query_y,repository_metadata_full_text_record_count,repository_metadata_oai_url,system_metadata_uri,repository_metadata_software_name_other
313,,,,kinran.repo.nii.ac.jp/,3962,6718,jp,https://www.kinran.ac.jp/,weko,390.0,institutional,https://kinran.repo.nii.ac.jp/,,200,,,347.0,http://kinran.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/6718,
314,,,,kinwu.repo.nii.ac.jp/?lang=english,4227,7860,jp,http://www.kinwu.ac.jp,weko,276.0,institutional,https://kinwu.repo.nii.ac.jp/?lang=english,,ConnectionError,,,247.0,http://kinwu.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/7860,
315,,,,kio.repo.nii.ac.jp/,4236,7873,jp,http://www.kio.ac.jp/,weko,61.0,institutional,https://kio.repo.nii.ac.jp/,,200,,,44.0,http://kio.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/7873,
316,,,,kitakyu.repo.nii.ac.jp/,2209,3205,jp,http://www.kitakyu-u.ac.jp/,weko,57.0,institutional,https://kitakyu.repo.nii.ac.jp/,,200,,,,http://kitakyu.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/3205,
317,https://kitakyushu.repo.nii.ac.jp/search?page=1&size=20&sort=-createdate&search_type=0&q=&title=&creator=&type=43&wid=&iid=&float_range1_from=&float_range1_to=&geo_point1_lat=&geo_point1_lon=&geo_point1_distance=,,Does not contain software,kitakyushu.repo.nii.ac.jp,4128,7578,jp,http://library.kct.ac.jp,weko,286.0,institutional,https://kitakyushu.repo.nii.ac.jp,,200,,,,http://kitakyushu.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/7578,
318,,,,kitami-it.repo.nii.ac.jp/,572,1035,jp,http://www.kitami-it.ac.jp/,weko,8681.0,institutional,https://kitami-it.repo.nii.ac.jp/,,200,,,1534.0,http://kitami-it.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/1035,
319,https://kitasato.repo.nii.ac.jp/search?page=1&size=20&sort=-createdate&search_type=0&q=&title=&creator=&type=43&wid=&iid=&float_range1_from=&float_range1_to=&geo_point1_lat=&geo_point1_lon=&geo_point1_distance=,,Does not contain software,kitasato.repo.nii.ac.jp,4235,7872,jp,https://www.kitasato-u.ac.jp,weko,649.0,institutional,https://kitasato.repo.nii.ac.jp,,200,,,518.0,http://kitasato.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/7872,
320,,,,kitir.kanazawa-it.ac.jp/infolib/meta_pub/G0000002repository,4759,9850,jp,https://www.kanazawa-it.ac.jp/ekit/,infolib,,institutional,https://kitir.kanazawa-it.ac.jp/infolib/meta_pub/G0000002repository,,ConnectionError,,,,http://kitir.kanazawa-it.ac.jp/infolib/oai_repository/pmh/G0000002-repository,https://v2.sherpa.ac.uk/id/repository/9850,InfoLib
321,,,,kiu.repo.nii.ac.jp/,4207,7822,jp,http://www.kiu.ac.jp,weko,727.0,institutional,https://kiu.repo.nii.ac.jp/,,200,,,576.0,http://kiu.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/7822,
322,,,,kiui.repo.nii.ac.jp/,4239,7879,jp,http://kiui.jp/pc/english/,weko,786.0,institutional,https://kiui.repo.nii.ac.jp/,,200,,,517.0,http://kiui.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/7879,
323,,,,kjunshin.repo.nii.ac.jp/,4258,7914,jp,https://www.k-junshin.ac.jp,weko,475.0,institutional,https://kjunshin.repo.nii.ac.jp/,,200,,,421.0,http://kjunshin.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/7914,
324,https://kki.repo.nii.ac.jp/search?page=1&size=20&sort=-createdate&search_type=0&q=&title=&creator=&type=43&wid=&iid=&float_range1_from=&float_range1_to=&geo_point1_lat=&geo_point1_lon=&geo_point1_distance=,,Does not contain software,kki.repo.nii.ac.jp,4802,9899,jp,https://www.kansai.ac.jp/en/,weko,,institutional,https://kki.repo.nii.ac.jp,,200,,,,http://kki.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/9899,
325,,,,klc.repo.nii.ac.jp/,4205,7820,jp,https://www.klc.ac.jp,weko,359.0,institutional,https://klc.repo.nii.ac.jp/,,200,,,205.0,http://klc.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/7820,
326,,,,kobe-c.repo.nii.ac.jp/,4233,7867,jp,https://www.kobe-c.ac.jp,weko,5145.0,institutional,https://kobe-c.repo.nii.ac.jp/,,ConnectionError,,,2534.0,http://kobe-c.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/7867,
327,,,,kobe-ccn.repo.nii.ac.jp/,4234,7868,jp,https://www.kobe-ccn.ac.jp/,weko,232.0,institutional,https://kobe-ccn.repo.nii.ac.jp/,,200,,,106.0,http://kobe-ccn.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/7868,
328,,,,kobe-cufs.repo.nii.ac.jp/,1884,2800,jp,http://www.kobe-cufs.ac.jp/,weko,2293.0,institutional,https://kobe-cufs.repo.nii.ac.jp/,,200,,,1540.0,http://kobe-cufs.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/2800,
329,,,,kobe-du.repo.nii.ac.jp/,4232,7866,jp,https://english.kobe-du.ac.jp,weko,240.0,institutional,https://kobe-du.repo.nii.ac.jp/,,200,,,209.0,http://kobe-du.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/7866,
330,,,,kobe-shinwa.repo.nii.ac.jp/,4228,7862,jp,https://www.kobe-shinwa.ac.jp/,weko,3360.0,institutional,https://kobe-shinwa.repo.nii.ac.jp/,,200,,,2098.0,http://kobe-shinwa.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/7862,
331,,,,kobe-tokiwa.repo.nii.ac.jp/,2904,3976,jp,http://www.kobe-tokiwa.ac.jp/univ/,weko,,institutional,https://kobe-tokiwa.repo.nii.ac.jp/,,200,,,,http://kobe-tokiwa.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/3976,
332,,,,kobeyakka.repo.nii.ac.jp/,4229,7863,jp,https://www.kobepharma-u.ac.jp,weko,104.0,institutional,https://kobeyakka.repo.nii.ac.jp/,,200,,,65.0,http://kobeyakka.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/7863,
333,,,,kochi.repo.nii.ac.jp/,1206,1923,jp,http://www.kochi-u.ac.jp/,weko,6066.0,institutional,https://kochi.repo.nii.ac.jp/,,200,,,2930.0,http://kochi.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/1923,
334,,,,koeki.repo.nii.ac.jp/,3885,6458,jp,https://www.koeki-u.ac.jp/,weko,497.0,institutional,https://koeki.repo.nii.ac.jp/,,ConnectionError,,,430.0,http://koeki.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/6458,
335,,,,kogakkan.repo.nii.ac.jp/,4226,7858,jp,https://www.kogakkan-u.ac.jp/,weko,483.0,institutional,https://kogakkan.repo.nii.ac.jp/,,200,,,197.0,http://kogakkan.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/7858,
336,,,,koka.repo.nii.ac.jp/,4212,7829,jp,https://www.koka.ac.jp/english,weko,959.0,institutional,https://koka.repo.nii.ac.jp/,,200,,,574.0,http://koka.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/7829,
337,,,,kokubunken.repo.nii.ac.jp/,4130,7580,jp,https://www.nijl.ac.jp,weko,4174.0,institutional,https://kokubunken.repo.nii.ac.jp/,,200,,,2241.0,http://kokubunken.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/7580,
338,https://kokushikan.repo.nii.ac.jp/search?page=1&size=20&sort=-createdate&search_type=0&q=&title=&creator=&type=43&wid=&iid=&float_range1_from=&float_range1_to=&geo_point1_lat=&geo_point1_lon=&geo_point1_distance=,,Does not contain software,kokushikan.repo.nii.ac.jp,4225,7857,jp,https://www.kokushikan.ac.jp,weko,14696.0,institutional,https://kokushikan.repo.nii.ac.jp,,200,,,5467.0,http://kokushikan.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/7857,
339,,,,komajo.repo.nii.ac.jp/,4756,9846,jp,https://www.komajo.ac.jp/uni/,weko,,institutional,https://komajo.repo.nii.ac.jp/,,200,,,,http://komajo.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/9846,
340,,,,konan-wu.repo.nii.ac.jp/,4223,7854,jp,https://www.konan-wu.ac.jp,weko,1817.0,institutional,https://konan-wu.repo.nii.ac.jp/,,200,,,512.0,http://konan-wu.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/7854,
341,https://kougei.repo.nii.ac.jp/search?page=1&size=20&sort=-createdate&search_type=0&q=&title=&creator=&type=43&wid=&iid=&float_range1_from=&float_range1_to=&geo_point1_lat=&geo_point1_lon=&geo_point1_distance=,0.0,Does not contain software,kougei.repo.nii.ac.jp,3873,6444,jp,https://www.t-kougei.ac.jp,weko,2074.0,institutional,https://kougei.repo.nii.ac.jp,,200,,,1946.0,http://kougei.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/6444,
342,https://kpu-m.repo.nii.ac.jp/search?page=1&size=20&sort=-createdate&search_type=0&q=&title=&creator=&type=43&wid=&iid=&float_range1_from=&float_range1_to=&geo_point1_lat=&geo_point1_lon=&geo_point1_distance=,0.0,Does not contain software,kpu-m.repo.nii.ac.jp,2600,3639,jp,http://www.kpu-m.ac.jp/,weko,127.0,institutional,https://kpu-m.repo.nii.ac.jp,,200,,,,http://kpu-m.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/3639,
343,,,,kpu.repo.nii.ac.jp/,4210,7827,jp,https://www.kyoto-u.ac.jp,weko,6230.0,institutional,https://kpu.repo.nii.ac.jp/,,200,,,3142.0,http://kpu.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/7827,
344,https://ksu.repo.nii.ac.jp/search?page=1&size=20&sort=-createdate&search_type=0&q=&title=&creator=&type=43&wid=&iid=&float_range1_from=&float_range1_to=&geo_point1_lat=&geo_point1_lon=&geo_point1_distance=,,Does not contain software,ksu.repo.nii.ac.jp,4209,7825,jp,http://www.kyoto-su.ac.jp/,weko,10598.0,institutional,https://ksu.repo.nii.ac.jp,,200,,,2007.0,http://ksu.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/7825,
345,,,,kufs.repo.nii.ac.jp/,4260,7920,jp,http://www.kufs.ac.jp,weko,381.0,institutional,https://kufs.repo.nii.ac.jp/,,200,,,246.0,http://kufs.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/7920,
346,,,,kuhs.repo.nii.ac.jp/,4760,9851,jp,https://www.kuhs.ac.jp/,weko,,institutional,https://kuhs.repo.nii.ac.jp/,,200,,,,http://kuhs.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/9851,
347,,,,kuins.repo.nii.ac.jp/,4249,7902,jp,http://www.kansai-u.ac.jp,weko,793.0,institutional,https://kuins.repo.nii.ac.jp/,,200,,,721.0,http://kuins.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/7902,
348,,,,kumagaku.repo.nii.ac.jp/?lang=english,4221,7846,jp,https://www.kumagaku.ac.jp,weko,3387.0,institutional,https://kumagaku.repo.nii.ac.jp/?lang=english,,200,,,942.0,http://kumagaku.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/7846,
349,,,,kumamoto.repo.nii.ac.jp/,4219,7844,jp,https://kumamoto-nct.ac.jp/english-home.html,weko,142.0,institutional,https://kumamoto.repo.nii.ac.jp/,,ConnectionError,,,132.0,http://kumamoto.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/7844,
350,,,,kunion.repo.nii.ac.jp/,4218,7840,jp,https://www.kunitachi.ac.jp/,weko,1547.0,institutional,https://kunion.repo.nii.ac.jp/,,200,,,3.0,http://kunion.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/7840,
351,https://kurume-it.repo.nii.ac.jp/search?page=1&size=20&sort=-createdate&search_type=0&q=&title=&creator=&type=43&wid=&iid=&float_range1_from=&float_range1_to=&geo_point1_lat=&geo_point1_lon=&geo_point1_distance=,,Error,kurume-it.repo.nii.ac.jp,4217,7837,jp,https://www.kurume-it.ac.jp,weko,312.0,institutional,https://kurume-it.repo.nii.ac.jp,,200,,,257.0,http://kurume-it.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/7837,
352,,,,kurume.repo.nii.ac.jp/,2336,3348,jp,http://www.kurume-u.ac.jp/,weko,400.0,institutional,https://kurume.repo.nii.ac.jp/,,200,,,39.0,http://kurume.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/3348,
353,,,,kusa.repo.nii.ac.jp/,4754,9844,jp,https://www.kusa.ac.jp/,weko,,institutional,https://kusa.repo.nii.ac.jp/,,200,,,,http://kusa.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/9844,
354,,,,kusw.repo.nii.ac.jp/,4251,7904,jp,https://www.kusw.ac.jp/,weko,632.0,institutional,https://kusw.repo.nii.ac.jp/,,200,,,544.0,http://kusw.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/7904,
355,https://kutarr.kochi-tech.ac.jp/search?page=1&size=20&sort=-createdate&search_type=0&q=&title=&creator=&type=43&wid=&iid=&float_range1_from=&float_range1_to=&geo_point1_lat=&geo_point1_lon=&geo_point1_distance=,0.0,Does not contain software,kutarr.kochi-tech.ac.jp,583,1048,jp,http://www.kochi-tech.ac.jp/kut_J/index.html,weko,1680.0,institutional,https://kutarr.kochi-tech.ac.jp,,200,,,1153.0,http://kutarr.kochi-tech.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/1048,
356,https://kwjc.repo.nii.ac.jp/search?page=1&size=20&sort=-createdate&search_type=0&q=&title=&creator=&type=43&wid=&iid=&float_range1_from=&float_range1_to=&geo_point1_lat=&geo_point1_lon=&geo_point1_distance=,,Does not contain software,kwjc.repo.nii.ac.jp,4255,7911,jp,http://www.jkajyo.ac.jp,weko,1220.0,institutional,https://kwjc.repo.nii.ac.jp,,200,,,803.0,http://kwjc.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/7911,
357,,,,kwmed.repo.nii.ac.jp/,4244,7890,jp,https://m.kawasaki-m.ac.jp,weko,2910.0,institutional,https://kwmed.repo.nii.ac.jp/,,200,,,1915.0,http://kwmed.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/7890,
358,,,,kwmw.repo.nii.ac.jp/,2332,3344,jp,http://www.kawasaki-m.ac.jp/mw/,weko,13453.0,institutional,https://kwmw.repo.nii.ac.jp/,,200,,,2968.0,http://kwmw.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/3344,
359,,,,kwtan.repo.nii.ac.jp/,4245,7891,jp,https://j.kawasaki-m.ac.jp,weko,725.0,institutional,https://kwtan.repo.nii.ac.jp/,,200,,,177.0,http://kwtan.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/7891,
360,https://kyoei.repo.nii.ac.jp/search?page=1&size=20&sort=-createdate&search_type=0&q=&title=&creator=&type=43&wid=&iid=&float_range1_from=&float_range1_to=&geo_point1_lat=&geo_point1_lon=&geo_point1_distance=,,Does not contain software,kyoei.repo.nii.ac.jp,4216,7833,jp,https://www.kyoei.ac.jp,weko,622.0,institutional,https://kyoei.repo.nii.ac.jp,,200,,,588.0,http://kyoei.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/7833,
361,,,,kyoritsu.repo.nii.ac.jp/,4215,7832,jp,,weko,1172.0,institutional,https://kyoritsu.repo.nii.ac.jp/,,200,,,542.0,http://kyoritsu.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/7832,
362,,,,kyoto-art.repo.nii.ac.jp/,4753,9842,jp,https://www.kyoto-art.ac.jp/en/,weko,,institutional,https://kyoto-art.repo.nii.ac.jp/,,200,,,,http://kyoto-art.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/9842,
363,,,,kyotogakuen.repo.nii.ac.jp/,2728,3780,jp,http://www.kyotogakuen.ac.jp/,weko,1409.0,institutional,https://kyotogakuen.repo.nii.ac.jp/,,200,,,1322.0,http://kyotogakuen.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/3780,
364,,,,kyujyo.repo.nii.ac.jp/,4203,7817,jp,http://www.kwuc.ac.jp/english/,weko,327.0,institutional,https://kyujyo.repo.nii.ac.jp/,,ConnectionError,,,250.0,http://kyujyo.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/7817,
365,https://kyukan.repo.nii.ac.jp/search?page=1&size=20&sort=-createdate&search_type=0&q=&title=&creator=&type=43&wid=&iid=&float_range1_from=&float_range1_to=&geo_point1_lat=&geo_point1_lon=&geo_point1_distance=,,Does not contain software,kyukan.repo.nii.ac.jp,4204,7818,jp,https://www.kyushu-ns.ac.jp,weko,377.0,institutional,https://kyukan.repo.nii.ac.jp,,200,,,4.0,http://kyukan.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/7818,
366,,,,kyukyo.repo.nii.ac.jp/,4206,7821,jp,https://www.kyukyo-u.ac.jp/,weko,366.0,institutional,https://kyukyo.repo.nii.ac.jp/,,200,,,337.0,http://kyukyo.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/7821,
367,,,,kyutech.repo.nii.ac.jp/,663,1170,jp,http://www.kyutech.ac.jp/,weko,5007.0,institutional,https://kyutech.repo.nii.ac.jp/,,200,,,,http://kyutech.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/1170,
368,,,,lib-repos.fun.ac.jp/dspace/index.jsp?locale=en,1658,2498,jp,http://www.fun.ac.jp/index.html,dspace,5856.0,institutional,https://lib-repos.fun.ac.jp/dspace/index.jsp?locale=en,,ConnectionError,,,352.0,http://lib-repos.fun.ac.jp/dspace-oai/request,https://v2.sherpa.ac.uk/id/repository/2498,
369,,,,lib.cku.repo.nii.ac.jp/,4431,9098,jp,https://www.cku.ac.jp/top.html,weko,1558.0,institutional,https://lib.cku.repo.nii.ac.jp/,,200,,,576.0,https://lib.cku.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/9098,
370,https://lib.sugiyama-u.repo.nii.ac.jp/search?page=1&size=20&sort=-createdate&search_type=0&q=&title=&creator=&type=43&wid=&iid=&float_range1_from=&float_range1_to=&geo_point1_lat=&geo_point1_lon=&geo_point1_distance=,0.0,Does not contain software,lib.sugiyama-u.repo.nii.ac.jp,3928,6619,jp,http://www.sugiyama-u.ac.jp,weko,2809.0,institutional,https://lib.sugiyama-u.repo.nii.ac.jp,,200,,,717.0,http://lib.sugiyama-u.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/6619,
371,,,,lib.tosei-showa-music.ac.jp/index.php?action=pages_view_main&active_action=v3search_view_main_init&block_id=296&tab_num=3&search_mode=detail,4728,9807,jp,https://www.tosei-showa-music.ac.jp/,iliswave j,,institutional,https://lib.tosei-showa-music.ac.jp/index.php?action=pages_view_main&active_action=v3search_view_main_init&block_id=296&tab_num=3&search_mode=detail,,200,,,,https://opac.tosei-showa-music.ac.jp/oai/oai-pmh.do,https://v2.sherpa.ac.uk/id/repository/9807,iLiswave-J-V3
372,,,,libir.josai.ac.jp/il/meta_pub/engG0000284repository,1198,1915,jp,http://www.josai.ac.jp/,infolib,6344.0,institutional,https://libir.josai.ac.jp/il/meta_pub/engG0000284repository,,200,,,5447.0,https://libir.josai.ac.jp/il/oai_repository/pmh/G0000284-repository,https://v2.sherpa.ac.uk/id/repository/1915,Infolib-ASP
373,,,,LibKGC.repo.nii.ac.jp/,4222,7851,jp,http://www.koriyama-kgc.ac.jp,weko,104.0,institutional,https://LibKGC.repo.nii.ac.jp/,,200,,,77.0,http://LibKGC.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/7851,
374,,,,library.bliss.chubu.ac.jp/?action=pages_view_main&active_action=v3search_view_main_init&block_id=323&tab_num=3&change_locale=en,1211,1929,jp,http://www.chubu.ac.jp/,iliswave j,3589.0,institutional,https://library.bliss.chubu.ac.jp/?action=pages_view_main&active_action=v3search_view_main_init&block_id=323&tab_num=3&change_locale=en,,200,,,0.0,http://elib.bliss.chubu.ac.jp/oai/oai-pmh.do,https://v2.sherpa.ac.uk/id/repository/1929,iLiswave-J V3
375,,,,library.ryukoku.ac.jp/?action=pages_view_main&active_action=v3search_view_main_init&block_id=296&tab_num=1,1254,1977,jp,http://www.ryukoku.ac.jp/,iliswave j,5976.0,institutional,https://library.ryukoku.ac.jp/?action=pages_view_main&active_action=v3search_view_main_init&block_id=296&tab_num=1,,200,,,0.0,http://opac.ryukoku.ac.jp/oai/oai-pmh.do,https://v2.sherpa.ac.uk/id/repository/1977,iLiswave-J V3
376,,,,library.time.u-tokai.ac.jp/index.php?action=pages_view_main&active_action=v3search_view_main_lnklst&block_id=296&tab_num=0#v3search_view_main_lnklst,4719,9797,jp,https://www.u-tokai.ac.jp/,iliswave j,,institutional,https://library.time.u-tokai.ac.jp/index.php?action=pages_view_main&active_action=v3search_view_main_lnklst&block_id=296&tab_num=0#v3search_view_main_lnklst,,200,,,,,https://v2.sherpa.ac.uk/id/repository/9797,iLiswave-J　e-Lib
377,,,,luther.repo.nii.ac.jp/,4271,8310,jp,http://www.luther.ac.jp,weko,629.0,institutional,https://luther.repo.nii.ac.jp/,,200,,,276.0,http://luther.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/8310,
378,https://matsumoto-u.repo.nii.ac.jp/search?page=1&size=20&sort=-createdate&search_type=0&q=&title=&creator=&type=43&wid=&iid=&float_range1_from=&float_range1_to=&geo_point1_lat=&geo_point1_lon=&geo_point1_distance=,,Does not contain software,matsumoto-u.repo.nii.ac.jp,4179,7699,jp,http://www.matsumoto-u.ac.jp/en/,weko,1177.0,institutional,https://matsumoto-u.repo.nii.ac.jp,,200,,,1002.0,http://matsumoto-u.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/7699,
379,,,,matsutan.repo.nii.ac.jp/,4180,7700,jp,http://www.matsutan.jp,weko,271.0,institutional,https://matsutan.repo.nii.ac.jp/,,ConnectionError,,,258.0,http://matsutan.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/7700,
380,,,,matsuyama-u-r.repo.nii.ac.jp/,4178,7698,jp,https://www.matsuyama-u.ac.jp,weko,2627.0,institutional,https://matsuyama-u-r.repo.nii.ac.jp/,,200,,,2078.0,http://matsuyama-u-r.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/7698,
381,,,,mcn.repo.nii.ac.jp/,4170,7665,jp,http://www.mcn.ac.jp,weko,288.0,institutional,https://mcn.repo.nii.ac.jp/,,200,,,259.0,http://mcn.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/7665,
382,,,,mdr.nims.go.jp,4667,9713,jp,https://www.nims.go.jp,fedora,,institutional,https://mdr.nims.go.jp,,200,,,,https://mdr.nims.go.jp/catalog/oai,https://v2.sherpa.ac.uk/id/repository/9713,
383,,,,mdu.repo.nii.ac.jp/,2211,3207,jp,http://www.mdu.ac.jp/,weko,1987.0,institutional,https://mdu.repo.nii.ac.jp/,,200,,,,http://mdu.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/3207,
384,,,,meigaku.repo.nii.ac.jp/,4752,9841,jp,https://www.meijigakuin.ac.jp/en/,weko,,institutional,https://meigaku.repo.nii.ac.jp/,,200,,,,http://meigaku.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/9841,
385,https://meiji-u.repo.nii.ac.jp/search?page=1&size=20&sort=-createdate&search_type=0&q=&title=&creator=&type=43&wid=&iid=&float_range1_from=&float_range1_to=&geo_point1_lat=&geo_point1_lon=&geo_point1_distance=,0.0,Does not contain software,meiji-u.repo.nii.ac.jp,2714,3766,jp,http://www.meiji-u.ac.jp/,weko,5.0,institutional,https://meiji-u.repo.nii.ac.jp,,200,,,1.0,http://meiji-u.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/3766,
386,https://meikai.repo.nii.ac.jp/search?page=1&size=20&sort=-createdate&search_type=0&q=&title=&creator=&type=43&wid=&iid=&float_range1_from=&float_range1_to=&geo_point1_lat=&geo_point1_lon=&geo_point1_distance=,,Does not contain software,meikai.repo.nii.ac.jp,4176,7679,jp,http://www.meikai.ac.jp/english/index.html,weko,258.0,institutional,https://meikai.repo.nii.ac.jp,,200,,,177.0,http://meikai.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/7679,
387,,,,meilib.repo.nii.ac.jp/,4166,7652,jp,,weko,773.0,institutional,https://meilib.repo.nii.ac.jp/,,200,,,381.0,http://meilib.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/7652,
388,,,,meion.repo.nii.ac.jp/,4143,7599,jp,https://www.meion.ac.jp,weko,66.0,institutional,https://meion.repo.nii.ac.jp/,,200,,,34.0,http://meion.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/7599,
389,,,,meisei.repo.nii.ac.jp/,4750,9839,jp,https://www.meisei-u.ac.jp/english/,weko,,institutional,https://meisei.repo.nii.ac.jp/,,200,,,,http://meisei.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/9839,
390,https://mejiro.repo.nii.ac.jp/search?page=1&size=20&sort=-createdate&search_type=0&q=&title=&creator=&type=43&wid=&iid=&float_range1_from=&float_range1_to=&geo_point1_lat=&geo_point1_lon=&geo_point1_distance=,,Does not contain software,mejiro.repo.nii.ac.jp,4175,7678,jp,https://www.mejiro.ac.jp/eng/,weko,1787.0,institutional,https://mejiro.repo.nii.ac.jp,,200,,,1564.0,http://mejiro.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/7678,
391,,,,metro-cit.repo.nii.ac.jp/,3876,6447,jp,https://www.metro-cit.ac.jp,weko,250.0,institutional,https://metro-cit.repo.nii.ac.jp/,,ConnectionError,,,235.0,http://metro-cit.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/6447,
392,,,,mfri.repo.nii.ac.jp/,4159,7637,jp,https://www.pref.yamanashi.jp.e.aao.hp.transer.com/fujisanlb/index.html,weko,76.0,institutional,https://mfri.repo.nii.ac.jp/,,200,,,48.0,http://mfri.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/7637,
393,https://mietan.repo.nii.ac.jp/search?page=1&size=20&sort=-createdate&search_type=0&q=&title=&creator=&type=43&wid=&iid=&float_range1_from=&float_range1_to=&geo_point1_lat=&geo_point1_lon=&geo_point1_distance=,0.0,Does not contain software,mietan.repo.nii.ac.jp,3855,6413,jp,https://www.tsu-cc.ac.jp/,weko,418.0,institutional,https://mietan.repo.nii.ac.jp,,200,,,158.0,http://mietan.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/6413,
